uid,eprintid,datestamp,value,count
9902273,12923,20230606,downloads,2
9902274,8615,20230606,downloads,1
9902275,9016,20230606,downloads,1
9902276,8528,20230606,downloads,1
9902277,39758,20230606,downloads,1
9902278,9385,20230606,downloads,1
9902279,30633,20230606,downloads,1
9902280,25107,20230606,downloads,1
9902281,25546,20230606,downloads,3
9902282,9244,20230606,downloads,1
9902283,8399,20230606,downloads,1
9902284,6498,20230606,downloads,1
9902285,7288,20230606,downloads,1
9902286,39489,20230606,downloads,1
9902287,2689,20230606,downloads,1
9902288,19441,20230606,downloads,1
9902289,25783,20230606,downloads,1
9902290,35123,20230606,downloads,1
9902291,16612,20230606,downloads,1
9902292,14468,20230606,downloads,1
9902293,4254,20230606,downloads,1
9902294,7388,20230606,downloads,1
9902295,28187,20230606,downloads,1
9902296,6341,20230606,downloads,2
9902297,29080,20230606,downloads,1
9902298,36970,20230606,downloads,1
9902299,26656,20230606,downloads,1
9902300,8994,20230606,downloads,1
9902301,20876,20230606,downloads,4
9902302,23051,20230606,downloads,1
9902303,44666,20230606,downloads,1
9902304,7245,20230606,downloads,1
9902305,8066,20230606,downloads,2
9902306,17939,20230606,downloads,2
9902307,44516,20230606,downloads,1
9902308,10488,20230606,downloads,1
9902309,8196,20230606,downloads,1
9902310,6561,20230606,downloads,1
9902311,7102,20230606,downloads,1
9902312,42242,20230606,downloads,1
9902313,44246,20230606,downloads,2
9902314,39442,20230606,downloads,1
9902315,16480,20230606,downloads,2
9902316,6914,20230606,downloads,1
9902317,15784,20230606,downloads,1
9902318,12170,20230606,downloads,1
9902319,2771,20230606,downloads,2
9902320,38314,20230606,downloads,1
9902321,21663,20230606,downloads,1
9902322,9648,20230606,downloads,1
9902323,3460,20230606,downloads,1
9902324,8831,20230606,downloads,1
9902325,28251,20230606,downloads,1
9902326,36460,20230606,downloads,1
9902327,36459,20230606,downloads,1
9902328,8289,20230606,downloads,1
9902329,41995,20230606,downloads,1
9902330,37815,20230606,downloads,1
9902331,6818,20230606,downloads,1
9902332,42372,20230606,downloads,1
9902333,19269,20230606,downloads,1
9902334,19988,20230606,downloads,1
9902335,6508,20230606,downloads,1
9902336,9063,20230606,downloads,1
9902337,8830,20230606,downloads,1
9902338,5650,20230606,downloads,4
9902339,9701,20230606,downloads,1
9902340,12084,20230606,downloads,1
9902341,35994,20230606,downloads,1
9902342,17420,20230606,downloads,1
9902343,2694,20230606,downloads,2
9902344,8180,20230606,downloads,1
9902345,9230,20230606,downloads,1
9902346,8826,20230606,downloads,1
9902347,8382,20230606,downloads,1
9902348,42949,20230606,downloads,1
9902349,9914,20230606,downloads,1
9902350,7691,20230606,downloads,1
9902351,32817,20230606,downloads,1
9902352,14831,20230606,downloads,1
9902353,36539,20230606,downloads,1
9902354,35643,20230606,downloads,1
9902355,39233,20230606,downloads,1
9902356,38361,20230606,downloads,1
9902357,14742,20230606,downloads,1
9902358,42747,20230606,downloads,1
9902359,9110,20230606,downloads,1
9902360,33865,20230606,downloads,1
9902361,8281,20230606,downloads,1
9902362,32974,20230606,downloads,1
9902363,6742,20230606,downloads,1
9902364,9828,20230606,downloads,1
9902365,23460,20230606,downloads,2
9902366,16610,20230606,downloads,1
9902367,16608,20230606,downloads,1
9902368,6062,20230606,downloads,1
9902369,13714,20230606,downloads,1
9902370,7333,20230606,downloads,1
9902371,22726,20230606,downloads,1
9902372,9062,20230606,downloads,1
9902373,7739,20230606,downloads,1
9902374,11954,20230606,downloads,2
9902375,8304,20230606,downloads,1
9902376,10025,20230606,downloads,1
9902377,41050,20230606,downloads,1
9902378,9280,20230606,downloads,2
9902379,10155,20230606,downloads,1
9902380,7597,20230606,downloads,1
9902381,6718,20230606,downloads,1
9902382,13515,20230606,downloads,1
9902383,7554,20230606,downloads,1
9902384,9497,20230606,downloads,1
9902385,8934,20230606,downloads,1
9902386,25023,20230606,downloads,2
9902387,42619,20230606,downloads,1
9902388,9870,20230606,downloads,1
9902389,27602,20230606,downloads,2
9902390,34370,20230606,downloads,1
9902391,37253,20230606,downloads,1
9902392,6851,20230606,downloads,1
9902393,40127,20230606,downloads,1
9902394,10136,20230606,downloads,1
9902395,8502,20230606,downloads,1
9902396,7363,20230606,downloads,1
9902397,8593,20230606,downloads,1
9902398,13201,20230606,downloads,1
9902399,44464,20230606,downloads,2
9902400,35090,20230606,downloads,1
9902401,9366,20230606,downloads,1
9902402,8653,20230606,downloads,1
9902403,10261,20230606,downloads,1
9902404,25586,20230606,downloads,1
9902405,8996,20230606,downloads,1
9902406,8616,20230606,downloads,1
9902407,27289,20230606,downloads,1
9902408,35664,20230606,downloads,1
9902409,7103,20230606,downloads,1
9902410,14061,20230606,downloads,1
9902411,16081,20230606,downloads,1
9902412,34308,20230606,downloads,1
9902413,8959,20230606,downloads,1
9902414,21733,20230606,downloads,1
9902415,19236,20230606,downloads,1
9902416,32663,20230606,downloads,1
9902417,43866,20230606,downloads,1
9902418,33932,20230606,downloads,2
9902419,37447,20230606,downloads,1
9902420,11794,20230606,downloads,1
9902421,10194,20230606,downloads,1
9902422,8056,20230606,downloads,1
9902423,8143,20230606,downloads,1
9902424,22654,20230606,downloads,1
9902425,19235,20230606,downloads,1
9902426,6682,20230606,downloads,1
9902427,7663,20230606,downloads,1
9902428,6415,20230606,downloads,1
9902429,9090,20230606,downloads,1
9902430,10101,20230606,downloads,1
9902431,8501,20230606,downloads,1
9902432,41496,20230606,downloads,1
9902433,6420,20230606,downloads,1
9902434,39591,20230606,downloads,1
9902435,7325,20230606,downloads,1
9902436,16557,20230606,downloads,1
9902437,23458,20230606,downloads,1
9902438,34283,20230606,downloads,1
9902439,20141,20230606,downloads,1
9902440,19538,20230606,downloads,1
9902441,6636,20230606,downloads,1
9902442,21739,20230606,downloads,2
9902443,21332,20230606,downloads,1
9902444,28074,20230606,downloads,1
9902445,11767,20230606,downloads,1
9902446,7669,20230606,downloads,1
9902447,7207,20230606,downloads,1
9902448,39228,20230606,downloads,1
9902449,9409,20230606,downloads,1
9902450,6717,20230606,downloads,1
9902451,8733,20230606,downloads,1
9902452,9915,20230606,downloads,1
9902453,8565,20230606,downloads,1
9902454,28229,20230606,downloads,1
9902455,9830,20230606,downloads,1
9902456,25491,20230606,downloads,1
9902457,8759,20230606,downloads,1
9902458,32575,20230606,downloads,1
9902459,19858,20230606,downloads,1
9902460,37717,20230606,downloads,1
9902461,7544,20230606,downloads,1
9902462,26297,20230606,downloads,2
9902463,7309,20230606,downloads,1
9902464,15641,20230606,downloads,1
9902465,6607,20230606,downloads,1
9902466,9879,20230606,downloads,1
9902467,4253,20230606,downloads,1
9902468,34920,20230606,downloads,1
9902469,42875,20230606,downloads,1
9902470,7292,20230606,downloads,1
9902471,6955,20230606,downloads,1
9902472,9618,20230606,downloads,1
9902473,19425,20230606,downloads,1
9902474,38362,20230606,downloads,1
9902475,9326,20230606,downloads,1
9902476,7055,20230606,downloads,1
9902477,7323,20230606,downloads,1
9902478,21288,20230606,downloads,1
9902479,9321,20230606,downloads,1
9902480,23664,20230606,downloads,1
9902481,2688,20230606,downloads,2
9902482,41252,20230606,downloads,1
9902483,18379,20230606,downloads,1
9902484,16982,20230606,downloads,1
9902485,9022,20230606,downloads,1
9902486,17799,20230606,downloads,1
9902487,7949,20230606,downloads,1
9902488,9538,20230606,downloads,1
9902489,33508,20230606,downloads,1
9902490,17952,20230606,downloads,2
9902491,27197,20230606,downloads,1
9902492,9735,20230606,downloads,1
9902493,40328,20230606,downloads,1
9902494,7370,20230606,downloads,1
9902495,10201,20230606,downloads,1
9902496,35003,20230606,downloads,1
9902497,20543,20230606,downloads,1
9902498,33954,20230606,downloads,1
9902499,32957,20230606,downloads,1
9902500,8781,20230606,downloads,2
9902501,37120,20230606,downloads,1
9902502,7324,20230606,downloads,1
9902503,12780,20230606,downloads,1
9902504,7248,20230606,downloads,1
9902505,35408,20230606,downloads,1
9902506,6624,20230606,downloads,1
9902507,24855,20230606,downloads,1
9902508,17955,20230606,downloads,2
9902509,15622,20230606,downloads,1
9902510,28978,20230606,downloads,1
9902511,6582,20230606,downloads,1
9902512,11673,20230606,downloads,1
9902513,9428,20230606,downloads,1
9902514,7939,20230606,downloads,1
9902515,8226,20230606,downloads,1
9902516,21606,20230606,downloads,1
9902517,30546,20230606,downloads,1
9902518,37335,20230606,downloads,2
9902519,37737,20230606,downloads,1
9902520,9291,20230606,downloads,1
9902521,7690,20230606,downloads,1
9902522,8651,20230606,downloads,1
9902523,15709,20230606,downloads,1
9902524,8620,20230606,downloads,1
9902525,34983,20230606,downloads,1
9902526,29431,20230606,downloads,4
9902527,7291,20230606,downloads,1
9902528,34851,20230606,downloads,1
9902529,33626,20230606,downloads,1
9902530,42556,20230606,downloads,1
9902531,11507,20230606,downloads,1
9902532,6734,20230606,downloads,1
9902533,7034,20230606,downloads,2
9902534,18497,20230606,downloads,1
9902535,8989,20230606,downloads,1
9902536,10205,20230606,downloads,1
9902537,25490,20230606,downloads,1
9902538,18177,20230606,downloads,1
9902539,6620,20230606,downloads,1
9902540,35897,20230606,downloads,1
9902541,10839,20230606,downloads,1
9902542,42692,20230606,downloads,1
9902543,41146,20230606,downloads,1
9902544,9021,20230606,downloads,1
9902545,10312,20230606,downloads,1
9902546,8937,20230606,downloads,1
9902547,7362,20230606,downloads,1
9902548,8962,20230606,downloads,1
9902549,9547,20230606,downloads,1
9902550,8995,20230606,downloads,1
9902551,6623,20230606,downloads,1
9902552,7948,20230606,downloads,6
9902553,6819,20230606,downloads,1
9902554,16609,20230606,downloads,1
9902555,17151,20230606,downloads,1
9902556,19365,20230606,downloads,1
9902557,35842,20230606,downloads,1
9902558,11186,20230606,downloads,1
9902559,39764,20230606,downloads,1
9902560,41716,20230606,downloads,1
9902561,12917,20230606,downloads,2
9902562,39485,20230606,downloads,1
9902563,24993,20230606,downloads,1
9902564,44473,20230606,downloads,1
9902565,7864,20230606,downloads,1
9902566,21485,20230606,downloads,1
9902567,6324,20230606,downloads,1
9902568,9632,20230606,downloads,1
9902569,5618,20230606,downloads,2
9902570,13573,20230606,downloads,1
9902571,11871,20230606,downloads,1
9902572,7461,20230606,downloads,1
9902573,41928,20230606,downloads,1
9902574,8792,20230606,downloads,1
9902575,18395,20230606,downloads,1
9902576,6667,20230606,downloads,1
9902577,25230,20230606,downloads,1
9902578,22032,20230606,downloads,1
9902579,40146,20230606,downloads,1
9902580,27633,20230606,downloads,3
9902581,25830,20230606,downloads,1
9902582,39769,20230606,downloads,1
9902583,9743,20230606,downloads,3
9902584,7842,20230606,downloads,1
9902585,40567,20230606,downloads,2
9902586,25161,20230606,downloads,2
9902587,15773,20230606,downloads,1
9902588,30531,20230606,downloads,1
9902589,13882,20230606,downloads,1
9902590,8823,20230606,downloads,1
9902591,28559,20230606,downloads,1
9902592,13966,20230606,downloads,1
9902593,6603,20230606,downloads,1
9902594,32592,20230606,downloads,1
9902595,11159,20230605,downloads,1
9902596,7803,20230605,downloads,1
9902597,7661,20230605,downloads,1
9902598,41573,20230605,downloads,1
9902599,7249,20230605,downloads,1
9902600,21592,20230605,downloads,1
9902601,6243,20230605,downloads,1
9902602,39301,20230605,downloads,1
9902603,8434,20230605,downloads,1
9902604,35489,20230605,downloads,1
9902605,25210,20230605,downloads,1
9902606,14308,20230605,downloads,1
9902607,20112,20230605,downloads,1
9902608,8938,20230605,downloads,1
9902609,36739,20230605,downloads,1
9902610,6535,20230605,downloads,1
9902611,6043,20230605,downloads,2
9902612,14027,20230605,downloads,1
9902613,43506,20230605,downloads,1
9902614,20712,20230605,downloads,1
9902615,8774,20230605,downloads,1
9902616,39060,20230605,downloads,1
9902617,21600,20230605,downloads,1
9902618,8882,20230605,downloads,1
9902619,36217,20230605,downloads,1
9902620,19756,20230605,downloads,4
9902621,28178,20230605,downloads,1
9902622,40554,20230605,downloads,2
9902623,17977,20230605,downloads,2
9902624,43014,20230605,downloads,1
9902625,9333,20230605,downloads,1
9902626,19363,20230605,downloads,1
9902627,9736,20230605,downloads,1
9902628,9248,20230605,downloads,1
9902629,6700,20230605,downloads,1
9902630,12997,20230605,downloads,2
9902631,23102,20230605,downloads,2
9902632,8929,20230605,downloads,1
9902633,7378,20230605,downloads,1
9902634,6531,20230605,downloads,1
9902635,30993,20230605,downloads,1
9902636,8743,20230605,downloads,1
9902637,13122,20230605,downloads,1
9902638,10204,20230605,downloads,1
9902639,6553,20230605,downloads,1
9902640,6657,20230605,downloads,1
9902641,40375,20230605,downloads,1
9902642,10401,20230605,downloads,1
9902643,42423,20230605,downloads,1
9902644,21264,20230605,downloads,1
9902645,37725,20230605,downloads,1
9902646,29516,20230605,downloads,6
9902647,7563,20230605,downloads,1
9902648,40571,20230605,downloads,1
9902649,41344,20230605,downloads,1
9902650,17228,20230605,downloads,1
9902651,8223,20230605,downloads,10
9902652,13520,20230605,downloads,1
9902653,26555,20230605,downloads,1
9902654,9852,20230605,downloads,1
9902655,16916,20230605,downloads,2
9902656,19249,20230605,downloads,2
9902657,8133,20230605,downloads,1
9902658,11213,20230605,downloads,1
9902659,40326,20230605,downloads,1
9902660,15829,20230605,downloads,1
9902661,21743,20230605,downloads,1
9902662,20689,20230605,downloads,1
9902663,36179,20230605,downloads,1
9902664,36675,20230605,downloads,2
9902665,9600,20230605,downloads,1
9902666,37183,20230605,downloads,1
9902667,22728,20230605,downloads,1
9902668,18234,20230605,downloads,1
9902669,34468,20230605,downloads,1
9902670,9126,20230605,downloads,1
9902671,9447,20230605,downloads,1
9902672,32578,20230605,downloads,1
9902673,9355,20230605,downloads,1
9902674,18450,20230605,downloads,2
9902675,23533,20230605,downloads,2
9902676,33652,20230605,downloads,1
9902677,24446,20230605,downloads,3
9902678,6351,20230605,downloads,1
9902679,41672,20230605,downloads,1
9902680,19656,20230605,downloads,1
9902681,2699,20230605,downloads,2
9902682,22789,20230605,downloads,2
9902683,36017,20230605,downloads,1
9902684,7398,20230605,downloads,2
9902685,26194,20230605,downloads,1
9902686,14241,20230605,downloads,3
9902687,30637,20230605,downloads,1
9902688,5630,20230605,downloads,2
9902689,36577,20230605,downloads,1
9902690,16051,20230605,downloads,1
9902691,8193,20230605,downloads,1
9902692,7867,20230605,downloads,1
9902693,31404,20230605,downloads,1
9902694,12587,20230605,downloads,1
9902695,18669,20230605,downloads,2
9902696,35863,20230605,downloads,2
9902697,15995,20230605,downloads,1
9902698,16453,20230605,downloads,1
9902699,43974,20230605,downloads,2
9902700,6894,20230605,downloads,1
9902701,39073,20230605,downloads,1
9902702,31049,20230605,downloads,3
9902703,27200,20230605,downloads,2
9902704,8388,20230605,downloads,1
9902705,6769,20230605,downloads,2
9902706,23836,20230605,downloads,1
9902707,10181,20230605,downloads,1
9902708,8944,20230605,downloads,1
9902709,9124,20230605,downloads,1
9902710,22915,20230605,downloads,1
9902711,38425,20230605,downloads,1
9902712,16890,20230605,downloads,1
9902713,12978,20230605,downloads,2
9902714,21881,20230605,downloads,1
9902715,44557,20230605,downloads,1
9902716,22709,20230605,downloads,2
9902717,7350,20230605,downloads,1
9902718,10220,20230605,downloads,3
9902719,35699,20230605,downloads,1
9902720,19231,20230605,downloads,1
9902721,43588,20230605,downloads,1
9902722,6669,20230605,downloads,1
9902723,17011,20230605,downloads,1
9902724,11763,20230605,downloads,1
9902725,8796,20230605,downloads,1
9902726,32516,20230605,downloads,1
9902727,10858,20230605,downloads,3
9902728,13445,20230605,downloads,1
9902729,17340,20230605,downloads,1
9902730,6444,20230605,downloads,1
9902731,29381,20230605,downloads,2
9902732,23770,20230605,downloads,1
9902733,18199,20230605,downloads,1
9902734,12956,20230605,downloads,2
9902735,10086,20230605,downloads,1
9902736,19018,20230605,downloads,1
9902737,44847,20230605,downloads,1
9902738,19799,20230605,downloads,1
9902739,44804,20230605,downloads,2
9902740,13911,20230605,downloads,1
9902741,33208,20230605,downloads,1
9902742,36740,20230605,downloads,1
9902743,7870,20230605,downloads,1
9902744,6286,20230605,downloads,1
9902745,36931,20230605,downloads,1
9902746,41822,20230605,downloads,1
9902747,17804,20230605,downloads,2
9902748,7497,20230605,downloads,1
9902749,18412,20230605,downloads,1
9902750,8545,20230605,downloads,1
9902751,17565,20230605,downloads,1
9902752,10952,20230605,downloads,1
9902753,34967,20230605,downloads,5
9902754,8370,20230605,downloads,1
9902755,8540,20230605,downloads,1
9902756,3419,20230605,downloads,1
9902757,34188,20230605,downloads,1
9902758,6594,20230605,downloads,1
9902759,35146,20230605,downloads,2
9902760,16605,20230605,downloads,1
9902761,41284,20230605,downloads,1
9902762,6855,20230605,downloads,1
9902763,7682,20230605,downloads,1
9902764,7843,20230605,downloads,1
9902765,10430,20230605,downloads,1
9902766,21545,20230605,downloads,1
9902767,7254,20230605,downloads,1
9902768,25578,20230605,downloads,1
9902769,22355,20230605,downloads,1
9902770,6968,20230605,downloads,1
9902771,29598,20230605,downloads,1
9902772,8328,20230605,downloads,1
9902773,25307,20230605,downloads,1
9902774,6500,20230605,downloads,1
9902775,22626,20230605,downloads,2
9902776,7854,20230605,downloads,1
9902777,7601,20230605,downloads,1
9902778,7364,20230605,downloads,1
9902779,8806,20230605,downloads,1
9902780,7056,20230605,downloads,1
9902781,6300,20230605,downloads,1
9902782,21263,20230605,downloads,2
9902783,16583,20230605,downloads,1
9902784,9670,20230605,downloads,1
9902785,15705,20230605,downloads,1
9902786,44065,20230605,downloads,1
9902787,21145,20230605,downloads,1
9902788,16150,20230605,downloads,1
9902789,9990,20230605,downloads,2
9902790,6523,20230605,downloads,1
9902791,28086,20230605,downloads,1
9902792,19252,20230605,downloads,1
9902793,6736,20230605,downloads,1
9902794,40583,20230605,downloads,1
9902795,17651,20230605,downloads,1
9902796,20677,20230605,downloads,1
9902797,22386,20230605,downloads,2
9902798,8909,20230605,downloads,1
9902799,29627,20230605,downloads,5
9902800,7314,20230605,downloads,1
9902801,6837,20230605,downloads,1
9902802,5113,20230605,downloads,1
9902803,7424,20230605,downloads,2
9902804,23189,20230605,downloads,1
9902805,39898,20230605,downloads,2
9902806,28662,20230605,downloads,1
9902807,20532,20230605,downloads,2
9902808,16902,20230605,downloads,2
9902809,17715,20230605,downloads,2
9902810,24491,20230605,downloads,1
9902811,14286,20230605,downloads,1
9902812,16271,20230605,downloads,1
9902813,8403,20230605,downloads,1
9902814,17500,20230605,downloads,1
9902815,6601,20230605,downloads,1
9902816,8369,20230605,downloads,1
9902817,8990,20230605,downloads,1
9902818,41667,20230605,downloads,1
9902819,9467,20230605,downloads,1
9902820,13292,20230605,downloads,5
9902821,21339,20230605,downloads,2
9902822,26557,20230605,downloads,1
9902823,10847,20230605,downloads,1
9902824,25154,20230605,downloads,2
9902825,8505,20230605,downloads,1
9902826,8013,20230605,downloads,1
9902827,14065,20230605,downloads,1
9902828,7194,20230605,downloads,1
9902829,13002,20230605,downloads,2
9902830,8776,20230605,downloads,1
9902831,8683,20230605,downloads,1
9902832,9598,20230605,downloads,1
9902833,41767,20230605,downloads,1
9902834,7929,20230605,downloads,1
9902835,8711,20230605,downloads,1
9902836,14279,20230605,downloads,1
9902837,13200,20230605,downloads,1
9902838,34202,20230605,downloads,1
9902839,17404,20230605,downloads,1
9902840,9388,20230605,downloads,2
9902841,8561,20230605,downloads,1
9902842,30947,20230605,downloads,2
9902843,6710,20230605,downloads,1
9902844,27130,20230605,downloads,1
9902845,10444,20230605,downloads,1
9902846,10344,20230605,downloads,1
9902847,10432,20230605,downloads,1
9902848,5136,20230605,downloads,1
9902849,13214,20230605,downloads,1
9902850,5034,20230605,downloads,2
9902851,9161,20230605,downloads,2
9902852,27647,20230605,downloads,1
9902853,6440,20230605,downloads,1
9902854,21503,20230605,downloads,2
9902855,20794,20230605,downloads,1
9902856,9832,20230605,downloads,1
9902857,22766,20230605,downloads,2
9902858,17940,20230605,downloads,2
9902859,13715,20230605,downloads,1
9902860,42636,20230605,downloads,1
9902861,17271,20230605,downloads,1
9902862,8463,20230605,downloads,1
9902863,23429,20230605,downloads,2
9902864,19346,20230605,downloads,2
9902865,18082,20230605,downloads,3
9902866,22345,20230605,downloads,1
9902867,21745,20230605,downloads,1
9902868,41486,20230605,downloads,1
9902869,6563,20230605,downloads,1
9902870,7831,20230605,downloads,1
9902871,16446,20230605,downloads,1
9902872,3406,20230605,downloads,1
9902873,6274,20230605,downloads,1
9902874,7422,20230605,downloads,1
9902875,33623,20230605,downloads,2
9902876,43836,20230605,downloads,1
9902877,14288,20230605,downloads,1
9902878,21594,20230605,downloads,1
9902879,5675,20230605,downloads,1
9902880,8927,20230605,downloads,1
9902881,24941,20230605,downloads,1
9902882,16148,20230605,downloads,1
9902883,35413,20230605,downloads,1
9902884,9109,20230605,downloads,2
9902885,7199,20230605,downloads,1
9902886,9697,20230605,downloads,1
9902887,24266,20230605,downloads,2
9902888,41329,20230605,downloads,1
9902889,16899,20230605,downloads,2
9902890,26997,20230605,downloads,2
9902891,22751,20230605,downloads,1
9902892,44522,20230605,downloads,1
9902893,8880,20230605,downloads,1
9902894,27725,20230605,downloads,5
9902895,41809,20230605,downloads,1
9902896,37171,20230605,downloads,1
9902897,7670,20230605,downloads,1
9902898,36521,20230605,downloads,1
9902899,16900,20230605,downloads,2
9902900,22093,20230605,downloads,1
9902901,35140,20230605,downloads,1
9902902,10787,20230605,downloads,1
9902903,33033,20230605,downloads,1
9902904,38109,20230605,downloads,1
9902905,19232,20230605,downloads,1
9902906,21455,20230605,downloads,5
9902907,9253,20230605,downloads,1
9902908,9401,20230605,downloads,1
9902909,7603,20230605,downloads,1
9902910,31535,20230605,downloads,1
9902911,7087,20230605,downloads,5
9902912,6525,20230605,downloads,1
9902913,39436,20230605,downloads,1
9902914,16082,20230605,downloads,1
9902915,41887,20230605,downloads,1
9902916,14806,20230605,downloads,2
9902917,32597,20230605,downloads,3
9902918,42515,20230605,downloads,5
9902919,42533,20230605,downloads,1
9902920,44607,20230605,downloads,1
9902921,8508,20230605,downloads,1
9902922,8968,20230605,downloads,1
9902923,10872,20230605,downloads,1
9902924,39801,20230605,downloads,1
9902925,35299,20230605,downloads,1
9902926,6419,20230605,downloads,1
9902927,8861,20230605,downloads,1
9902928,16273,20230605,downloads,1
9902929,7493,20230605,downloads,1
9902930,12983,20230605,downloads,2
9902931,6959,20230605,downloads,1
9902932,27538,20230605,downloads,2
9902933,8999,20230605,downloads,1
9902934,10458,20230605,downloads,1
9902935,19118,20230605,downloads,1
9902936,6390,20230605,downloads,1
9902937,9228,20230605,downloads,1
9902938,10251,20230605,downloads,1
9902939,33511,20230605,downloads,1
9902940,32152,20230605,downloads,1
9902941,42750,20230605,downloads,1
9902942,23745,20230605,downloads,1
9902943,25948,20230605,downloads,1
9902944,17226,20230605,downloads,1
9902945,10158,20230605,downloads,1
9902946,29703,20230605,downloads,1
9902947,7993,20230605,downloads,1
9902948,41346,20230605,downloads,2
9902949,39855,20230605,downloads,1
9902950,39915,20230605,downloads,1
9902951,33924,20230605,downloads,2
9902952,5838,20230605,downloads,1
9902953,18414,20230605,downloads,1
9902954,41586,20230605,downloads,1
9902955,17467,20230605,downloads,1
9902956,25071,20230605,downloads,1
9902957,35052,20230605,downloads,1
9902958,22354,20230605,downloads,1
9902959,7157,20230605,downloads,2
9902960,20062,20230605,downloads,1
9902961,27129,20230605,downloads,1
9902962,7339,20230605,downloads,1
9902963,43537,20230605,downloads,2
9902964,22815,20230605,downloads,2
9902965,40414,20230605,downloads,1
9902966,35010,20230605,downloads,1
9902967,10134,20230605,downloads,4
9902968,21371,20230605,downloads,1
9902969,9769,20230605,downloads,1
9902970,41551,20230605,downloads,1
9902971,17783,20230605,downloads,1
9902972,9460,20230605,downloads,1
9902973,21723,20230605,downloads,2
9902974,7502,20230605,downloads,1
9902975,9441,20230605,downloads,1
9902976,9490,20230605,downloads,1
9902977,7499,20230605,downloads,1
9902978,6568,20230605,downloads,1
9902979,41289,20230605,downloads,1
9902980,12954,20230605,downloads,2
9902981,6380,20230605,downloads,1
9902982,18772,20230605,downloads,1
9902983,34338,20230605,downloads,1
9902984,21434,20230605,downloads,1
9902985,36679,20230605,downloads,2
9902986,35956,20230605,downloads,4
9902987,43256,20230605,downloads,1
9902988,10106,20230605,downloads,1
9902989,18094,20230605,downloads,1
9902990,6997,20230605,downloads,1
9902991,10105,20230605,downloads,1
9902992,16152,20230605,downloads,1
9902993,29042,20230605,downloads,1
9902994,20382,20230605,downloads,2
9902995,41425,20230605,downloads,2
9902996,7250,20230605,downloads,1
9902997,20679,20230605,downloads,1
9902998,8973,20230605,downloads,1
9902999,14804,20230605,downloads,1
9903000,9631,20230605,downloads,1
9903001,32139,20230605,downloads,3
9903002,7431,20230605,downloads,1
9903003,8126,20230605,downloads,1
9903004,18107,20230605,downloads,1
9903005,42258,20230605,downloads,1
9903006,8083,20230605,downloads,1
9903007,11812,20230605,downloads,2
9903008,6963,20230605,downloads,2
9903009,12867,20230605,downloads,2
9903010,11329,20230605,downloads,1
9903011,12929,20230605,downloads,3
9903012,4326,20230605,downloads,1
9903013,21601,20230605,downloads,1
9903014,12935,20230605,downloads,2
9903015,11981,20230605,downloads,1
9903016,27441,20230605,downloads,1
9903017,31981,20230605,downloads,1
9903018,39566,20230605,downloads,1
9903019,8586,20230605,downloads,1
9903020,9955,20230605,downloads,1
9903021,14069,20230605,downloads,1
9903022,6536,20230605,downloads,1
9903023,14417,20230605,downloads,1
9903024,9903,20230605,downloads,2
9903025,7612,20230605,downloads,1
9903026,10665,20230605,downloads,1
9903027,23676,20230605,downloads,1
9903028,32783,20230605,downloads,1
9903029,8971,20230605,downloads,1
9903030,32886,20230605,downloads,1
9903031,8065,20230605,downloads,1
9903032,9368,20230605,downloads,1
9903033,6063,20230605,downloads,1
9903034,27628,20230605,downloads,3
9903035,6737,20230605,downloads,1
9903036,18375,20230605,downloads,3
9903037,6019,20230605,downloads,1
9903038,6592,20230605,downloads,1
9903039,16356,20230605,downloads,1
9903040,7741,20230605,downloads,1
9903041,8634,20230605,downloads,1
9903042,22414,20230605,downloads,1
9903043,7327,20230605,downloads,1
9903044,6048,20230605,downloads,3
9903045,12875,20230605,downloads,2
9903046,11837,20230605,downloads,2
9903047,12932,20230605,downloads,2
9903048,19155,20230605,downloads,1
9903049,7366,20230605,downloads,1
9903050,6502,20230605,downloads,1
9903051,7156,20230605,downloads,1
9903052,8857,20230605,downloads,1
9903053,40460,20230605,downloads,1
9903054,9081,20230605,downloads,1
9903055,8539,20230605,downloads,1
9903056,13755,20230605,downloads,1
9903057,8526,20230605,downloads,1
9903058,39749,20230605,downloads,1
9903059,17502,20230605,downloads,1
9903060,41197,20230605,downloads,1
9903061,25349,20230605,downloads,1
9903062,7535,20230605,downloads,2
9903063,19225,20230605,downloads,5
9903064,10111,20230605,downloads,1
9903065,44736,20230605,downloads,1
9903066,16516,20230605,downloads,1
9903067,21217,20230605,downloads,1
9903068,33231,20230605,downloads,1
9903069,12437,20230605,downloads,1
9903070,7426,20230605,downloads,1
9903071,21922,20230605,downloads,2
9903072,43582,20230605,downloads,1
9903073,8029,20230605,downloads,1
9903074,10015,20230605,downloads,1
9903075,9986,20230605,downloads,2
9903076,3949,20230605,downloads,1
9903077,6987,20230605,downloads,1
9903078,23490,20230605,downloads,1
9903079,8297,20230605,downloads,1
9903080,38419,20230605,downloads,2
9903081,8041,20230605,downloads,1
9903082,9225,20230605,downloads,1
9903083,22896,20230605,downloads,1
9903084,29917,20230605,downloads,1
9903085,8801,20230605,downloads,1
9903086,7698,20230605,downloads,1
9903087,3435,20230605,downloads,2
9903088,12789,20230605,downloads,1
9903089,39595,20230605,downloads,1
9903090,31218,20230605,downloads,1
9903091,7973,20230605,downloads,1
9903092,32955,20230605,downloads,2
9903093,10453,20230605,downloads,1
9903094,8138,20230605,downloads,1
